INCIDENT_NO,INCIDENT_DATE,CASE_NO,CFS_NO,DISTRICT,INCIDENT_TYPE,INCIDENT_DESCRIPTION,INCIDENT_LOCATION_X,LATITUDE_X,LONGITUDE_X,SUBJECT_GENDER,SUBJECT_RACE,OFFICER_GENDER,OFFICER_RACE
3990,05/31/2008 08:30:00 PM,2008-114904,LCP080531001657,VORTEX UNIT,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX WADE ST,39.1130925359306,-84.5234695384659,MALE,BLACK,MALE,WHITE
-7675,03/28/2004 10:37:00 AM,20040174,P040880523,DISTRICT 4,9826,INJURY TO PRISONER,XX EHRMAN AV,39.1494464474128,-84.5062918663996,MALE,BLACK,MALE,BLACK
6069,08/22/2011 09:34:00 PM,2011-160160,LCP11022001625,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX RIDGEWAY AV,39.137871668931,-84.4972933026029,MALE,BLACK,MALE,BLACK
2052,03/05/2006 09:15:00 AM,2006-79385,P060640401,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX E MCMILLAN ST,39.1266776189399,-84.4880660639544,MALE,BLACK,MALE,BLACK
842,02/19/2005 07:23:00 PM,2005-62364,P050501255,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,14XX VINE ST,39.1122065076347,-84.5147190183187,MALE,BLACK,MALE,WHITE
2674,10/11/2006 04:15:00 PM,2006-89772,P062841039,DISTRICT 2,9826,INJURY TO PRISONER,50XX MADISON RD,39.1623806214619,-84.4076027151978,MALE,BLACK,MALE,BLACK
6098,09/08/2011 10:14:00 PM,2011-160916,LCP110908001703,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,9XX VINE ST,39.106171073509,-84.513126572913,MALE,BLACK,MALE,ASIAN
-7160,08/01/2003 09:39:00 AM,20030585,P032130522,DISTRICT 1,9826,INJURY TO PRISONER,12XX REPUBLIC ST,39.1078600115066,-84.5156866753575,MALE,BLACK,MALE,WHITE
5914,05/25/2011 09:58:00 PM,2011-156858,110525001817,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1069192703841,-84.5087733658817,MALE,WHITE,MALE,BLACK
-1133,11/03/1997 08:35:00 PM,9701382,P973070983,DISTRICT 4,9825,CHEMICAL IRRITANT,2XX W 73RD ST,39.1981487363839,-84.4851385417206,FEMALE,WHITE,MALE,WHITE
-8243,09/14/2004 01:47:00 AM,20040753,P042580137,DISTRICT 3,9826,INJURY TO PRISONER,12XX DEWEY AV,39.1155421241901,-84.5814320751454,MALE,WHITE,MALE,BLACK
-3632,04/11/2000 10:05:00 PM,20000323,P001021443,DISTRICT 5,9826,INJURY TO PRISONER,30XX CENTRAL PKWY,39.138442900388,-84.5318814362835,MALE,WHITE,MALE,WHITE
-4871,04/19/2001 09:38:00 PM,20010290,P011091279,DISTRICT 5,9826,INJURY TO PRISONER,41XX WITLER ST,39.161220042412,-84.5450368231588,MALE,BLACK,MALE,WHITE
-4034,08/10/2000 12:25:00 AM,20000730,P002221647,DISTRICT 4,9825,CHEMICAL IRRITANT,49XX PADDOCK RD,39.1748050419205,-84.4768318023231,MALE,BLACK,MALE,WHITE
2993,02/25/2007 12:25:00 AM,2007-95292,,,9823,NONCOMPLIANT SUSPECT/ARRESTEE,29XX WESTBROOK DR,39.1372567742069,-84.5980652555898,MALE,ASIAN,MALE,WHITE
8527,07/27/2016 12:38:00 AM,2016-215570,LCP160727000056,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,23XX MILLVALE CT,39.1481987519451,-84.5545203227615,MALE,BLACK,MALE,WHITE
-4910,04/10/2001 06:00:00 PM,20010329,,DISTRICT 1,9825,CHEMICAL IRRITANT,13XX RACE ST,39.1105650018154,-84.5165935999322,OTHER,UNKNOWN,MALE,WHITE
1566,09/15/2005 12:05:00 AM,2005-72815,P052580014,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX DENHAM ST,39.1354092155817,-84.5548110088301,MALE,BLACK,MALE,TWO OR MORE
8817,03/02/2017 01:46:00 PM,2017-222395,CPD170302000817,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,18XX SUNSET AV,39.1247864080902,-84.5784365161258,MALE,BLACK,MALE,WHITE
-5170,06/09/2001 02:35:00 AM,20010590,P011600135,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX WALNUT ST,39.1087213658425,-84.5141537708615,OTHER,UNKNOWN,MALE,WHITE
-4651,01/24/2001 05:35:00 AM,20010067,P010240195,DISTRICT 2,9826,INJURY TO PRISONER,22XX BEECHMONT AV,39.0947338470486,-84.3877626433629,FEMALE,WHITE,FEMALE,WHITE
3016,03/13/2007 03:08:00 PM,2007-95701,P0700720972,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,32XX GOBEL AV,39.1453341042775,-84.5788775602765,MALE,BLACK,FEMALE,BLACK
3728,02/01/2008 01:57:00 AM,2008-109474,LCP080201000112,DISTRICT 1,9826,INJURY TO PRISONER,6XX GEST ST,39.1006659519826,-84.5251159092817,MALE,HISPANIC/LATINO,MALE,BLACK
-6522,12/05/2002 11:54:00 PM,20020777,P023391356,DISTRICT 3,9826,INJURY TO PRISONER,21XX WESTWOOD NORTHERN BLVD,39.1468696103524,-84.5656560356692,MALE,BLACK,MALE,WHITE
4119,07/28/2008 06:39:00 PM,2008-118020,LCP080728001519,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX DUTCH COLONY DR,39.1910012058805,-84.5135774715236,MALE,BLACK,MALE,WHITE
-5200,01/23/2001 02:16:00 PM,20010620,P010230834,DISTRICT 4,2382,USE OF FORCE INVESTIGATION,73XX READING RD,39.1960727190723,-84.4596616748151,MALE,BLACK,MALE,WHITE
-7864,05/29/2004 11:56:00 PM,20040364,P041501878,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,27XX ROBERT AV,39.1345671138762,-84.5724581453571,MALE,BLACK,MALE,WHITE
1121,05/10/2005 01:17:00 PM,2005-66267,P051300857,DISTRICT 1,9826,INJURY TO PRISONER,13XX REPUBLIC ST,39.1094727307799,-84.5162111443761,MALE,BLACK,MALE,WHITE
-7421,09/23/2003 02:44:00 AM,20030848,P032660117,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,58XX SHADYMIST LN,39.2042428080874,-84.5782172205,MALE,BLACK,FEMALE,WHITE
-316,12/22/1996 11:17:00 AM,9600471,P963570433,DISTRICT 5,9825,CHEMICAL IRRITANT,31XX SPRING GROVE AV,39.138855543886,-84.5421249904736,FEMALE,WHITE,MALE,WHITE
-1029,09/30/1997 08:57:00 PM,9701268,P972731111,DISTRICT 3,9826,INJURY TO PRISONER,16XX KELLYWOOD AV,39.1200343003452,-84.5976603467342,MALE,WHITE,MALE,WHITE
4227,09/13/2008 02:21:00 PM,2008-120187,LCP080913000825,DISTRICT 3,9826,INJURY TO PRISONER,50XX SIDNEY RD,39.1244300467287,-84.602640096129,MALE,WHITE,FEMALE,BLACK
5633,11/28/2010 07:12:00 PM,2010-150829,LCP101128000993,DISTRICT 4,8223,WEAPON DISCHARGE AT AN ANIMAL,83XX WOODBINE AV,39.214788365959,-84.4673939852474,OTHER,UNKNOWN,MALE,WHITE
1933,01/24/2006 11:17:00 PM,2006-78007,P060241801,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX BALTIMORE AV,39.1490328486849,-84.5616045063901,MALE,BLACK,FEMALE,WHITE
7114,09/26/2013 11:12:00 PM,2013-185142,LCP130926002062,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX W 15TH ST,39.1125342598028,-84.5153274795155,OTHER,UNKNOWN,FEMALE,WHITE
5229,04/09/2010 02:25:00 AM,2010-142518,LCP100409000091,DISTRICT 5,9826,INJURY TO PRISONER,40XX HAMILTON AV,39.1604808802209,-84.5393486802992,MALE,WHITE,MALE,WHITE
3585,11/25/2007 01:11:00 PM,2007-106541,P073290484,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,39XX GLENWAY AV,39.1137985754757,-84.5793515444623,MALE,WHITE,MALE,WHITE
-4371,10/25/2000 01:30:00 AM,20001068,P002990097,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,47XX KENARD AV,39.1636976041629,-84.5137869750162,MALE,BLACK,MALE,BLACK
-6282,08/26/2002 07:20:00 PM,20020537,P022381370,DISTRICT 1,9826,INJURY TO PRISONER,5XX VINE ST,39.1020776478218,-84.5132054624723,MALE,BLACK,MALE,WHITE
1574,07/19/2005 08:37:00 PM,2005-70303,P052001653,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,28XX HARRISON AV,39.1449701073396,-84.5937724790855,MALE,BLACK,MALE,WHITE
596,01/12/2005 09:46:00 AM,2005-60655,P050120482,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,14XX VINE ST,39.1111365076347,-84.5148390183187,MALE,BLACK,MALE,TWO OR MORE
437,10/04/2003 06:06:00 PM,2005-60073,PO32771150,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,58XX PAMELEEN CT,39.2050868365525,-84.5779174353596,MALE,BLACK,MALE,BLACK
-4098,08/25/2000 12:12:00 AM,20000794,P002380011,DISTRICT 1,9825,CHEMICAL IRRITANT,7XX ELM ST,39.1029135358701,-84.5166065127088,MALE,BLACK,MALE,WHITE
-4814,03/22/2001 02:46:00 PM,20010232,P010810918,DISTRICT 4,9826,INJURY TO PRISONER,8XX LEXINGTON AV,39.1455007220996,-84.4883384190064,MALE,BLACK,MALE,WHITE
1798,12/01/2005 01:45:00 AM,2005-75884,P053350126,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,2XX E 12TH ST,39.1093677634749,-84.5109172775358,MALE,WHITE,MALE,WHITE
6666,10/15/2012 12:55:00 PM,2012-174900,LCP121015000610,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,49XX HAWAIIAN TER,39.1844772087608,-84.5606038176427,FEMALE,BLACK,MALE,BLACK
3721,01/26/2008 06:28:00 AM,2008-109235,LCP080126000282,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,5XX VINE ST,39.1020806871909,-84.5125887472209,MALE,BLACK,MALE,BLACK
-4798,03/10/2001 08:15:00 PM,20010216,P010691456,DISTRICT 5,9826,INJURY TO PRISONER,40XX COLERAIN AV,39.1591283539667,-84.5455056281124,MALE,BLACK,MALE,BLACK
6239,12/14/2011 04:04:00 PM,2011-164174,LCP111214001026,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,12XX ELM ST,39.1080045571675,-84.5193097568778,FEMALE,WHITE,MALE,BLACK
1646,10/11/2005 05:40:00 PM,2005-73925,P052841067,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1059592703841,-84.5092833658817,MALE,WHITE,MALE,WHITE
-4350,10/28/2000 01:35:00 AM,20001047,P003020118,DISTRICT 4,9825,CHEMICAL IRRITANT,2XX E LIBERTY ST,39.1136022884639,-84.5122803946114,MALE,BLACK,MALE,WHITE
8239,12/21/2015 11:50:08 AM,2015-208343,LCP151221000453,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX SUTTON AV,39.0854154467411,-84.3901966967157,MALE,BLACK,FEMALE,WHITE
5245,04/04/2010 02:43:00 AM,2010-142244,LCP100404000222,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,8XX PURCELL AV,39.1074525756127,-84.5654706519631,MALE,WHITE,MALE,WHITE
7584,08/28/2014 03:12:00 PM,2014-194579,LCP140828000931,DISTRICT 3,9823,NONCOMPLIANT SUSPECT/ARRESTEE,30XX WERK RD,39.1413316052526,-84.6024072794013,FEMALE,BLACK,MALE,WHITE
-680,05/19/1997 09:35:00 AM,9700326,411,DISTRICT 2,9825,CHEMICAL IRRITANT,60XX KENNEDY AV,39.1819376318488,-84.4140202622448,MALE,BLACK,FEMALE,WHITE
-7316,09/25/2003 01:42:00 AM,20030741,P032680106,DISTRICT 4,9826,INJURY TO PRISONER,27XX JEFFERSON AV,39.1314752065605,-84.5116368001417,MALE,WHITE,MALE,BLACK
-86,09/04/1996 01:20:00 AM,9600239,P962480068,DISTRICT 4,9825,CHEMICAL IRRITANT,26XX VINE ST,39.1295526689934,-84.5097829577178,MALE,WHITE,MALE,WHITE
2784,11/26/2006 05:34:00 PM,2006-91727,P063300691,DISTRICT 2,9826,INJURY TO PRISONER,45XX EASTERN AV,39.1165865912317,-84.4191419342191,MALE,WHITE,MALE,BLACK
-5868,02/24/2002 04:12:00 PM,20020119,P020550790,DISTRICT 3,9826,INJURY TO PRISONER,37XX DIRR ST,39.1535325722106,-84.5447443810413,MALE,BLACK,MALE,WHITE
4550,03/18/2009 01:10:00 PM,2009-127868,LCP090318000926,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX W MCMILLAN ST,39.127843945433,-84.5197242288418,MALE,BLACK,MALE,BLACK
-5811,02/01/2002 01:18:00 AM,20020062,P02030058,DISTRICT 2,9825,CHEMICAL IRRITANT,65XX PALMETTO ST,39.1521345203066,-84.3864897487202,FEMALE,BLACK,MALE,WHITE
2895,01/20/2007 08:30:00 PM,2007-93809,P070201389,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,75XX READING RD,39.1989581642353,-84.4573430374201,MALE,BLACK,FEMALE,WHITE
1358,07/15/2005 01:26:00 AM,2005-70018,P051960124,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,XX KINGS RUN CT,39.1785520052788,-84.5084231320078,MALE,BLACK,MALE,WHITE
6766,12/13/2012 11:53:00 PM,2013-177304,LCP121213001737,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,13XX MAIN ST,39.1094056342831,-84.5116811535077,MALE,WHITE,FEMALE,WHITE
1169,05/24/2005 01:21:00 PM,2005-66983,P051440838,DISTRICT 1,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,17XX VINE ST,39.1147487969533,-84.5155714460869,MALE,BLACK,FEMALE,WHITE
-1545,04/26/1998 02:00:00 PM,9800301,P981160608,DISTRICT 4,9826,INJURY TO PRISONER,3XX NORTHERN AV,39.1448459699244,-84.5009829433688,MALE,BLACK,MALE,BLACK
-619,04/27/1997 04:40:00 AM,9700263,P971170288,DISTRICT 3,9825,CHEMICAL IRRITANT,33XX STATHEM AV,39.1484772459364,-84.6025286598313,MALE,WHITE,MALE,WHITE
-7990,07/01/2004 10:53:00 AM,20040492,P041830657,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,33XX BURNET AV,39.1411785675794,-84.5033115210295,MALE,BLACK,MALE,WHITE
-4444,11/21/2000 06:18:00 PM,20001141,P003261065,DISTRICT 3,9825,CHEMICAL IRRITANT,9XX GRAND AV,39.10969499915,-84.560735621068,MALE,BLACK,MALE,WHITE
-6054,05/24/2002 11:17:00 PM,20020307,P021441767,DISTRICT 5,9826,INJURY TO PRISONER,41XX GEORGIA AV,39.1633202469533,-84.5507035687823,MALE,BLACK,MALE,WHITE
6342,02/17/2012 11:57:00 PM,2012-166790,LCP120217001837,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,25XX INGLESIDE AV,39.1264910647166,-84.4766136523474,FEMALE,BLACK,FEMALE,WHITE
-6226,06/15/2002 02:22:00 AM,20020480,P021660204,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX MAIN ST,39.1088401466187,-84.5119047784439,MALE,WHITE,FEMALE,WHITE
8954,06/09/2017 10:40:00 AM,2017-225430,CPD170609000633,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,57XX MADISON RD,39.1611627897435,-84.3968117430173,MALE,BLACK,MALE,WHITE
-4768,03/16/2001 11:11:00 PM,20010185,P010751846,DISTRICT 4,9825,CHEMICAL IRRITANT,77XX READING RD,39.2014223219678,-84.4568751426415,MALE,BLACK,MALE,WHITE
1867,12/31/2005 07:14:00 PM,2005-77012,P053651098,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX HARRISON AV,39.1404316767652,-84.5855327151757,FEMALE,BLACK,MALE,WHITE
2765,11/16/2006 04:46:00 PM,2006-91353,P063201126,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,X W CORRY ST,39.1295900328909,-84.5101267457541,FEMALE,BLACK,FEMALE,WHITE
9092,09/15/2017 11:57:00 PM,2017-228775,CPD170915002318,DISTRICT 3,9826,INJURY TO PRISONER,25XX HANSFORD PL,39.133019436871,-84.5689183358613,MALE,WHITE,MALE,WHITE
-2739,06/25/1999 09:05:00 PM,9900507,P991761457,DISTRICT 1,9826,INJURY TO PRISONER,13XX RACE ST,39.1101050750611,-84.5172358330248,FEMALE,WHITE,MALE,WHITE
7769,03/04/2015 01:00:00 AM,2015-199441,LCP150304000055,DISTRICT 1,9826,INJURY TO PRISONER,10XX GILBERT AV,39.1086624130245,-84.5034598051027,MALE,BLACK,FEMALE,BLACK
5128,01/27/2010 10:30:00 PM,2010-140084,LCP100127001723,DISTRICT 5,9826,INJURY TO PRISONER,41XX HAMILTON AV,39.1610629425792,-84.5405190556388,MALE,WHITE,MALE,WHITE
-1339,02/03/1998 04:05:00 PM,9800092,P980340719,DISTRICT 1,9826,INJURY TO PRISONER,14XX RACE ST,39.1105855594378,-84.5182288070356,MALE,BLACK,MALE,BLACK
8588,09/01/2016 07:20:00 PM,2016-217166,LCP160901001413,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,31XX MAPLELEAF AV,39.1741756542961,-84.426851326508,MALE,BLACK,MALE,BLACK
7528,06/30/2014 02:55:00 PM,2014-193545,LCP140630000819,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,30XX MARSHALL AV,39.1354650655658,-84.5256762606166,MALE,BLACK,MALE,WHITE
5334,06/10/2010 11:50:00 PM,2010-144656,LCP100610002014,DISTRICT 4,9826,INJURY TO PRISONER,XX E DANIELS ST,39.1304978435136,-84.5084557675819,MALE,BLACK,MALE,WHITE
2285,05/28/2006 12:16:00 AM,2006-83332,P061480014,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,23XX BOUDINOT AV,39.1310854332892,-84.6043429393989,MALE,WHITE,MALE,WHITE
-4018,08/04/2000 01:50:00 AM,20000714,P002170111,DISTRICT 4,9825,CHEMICAL IRRITANT,31XX READING RD,39.1359880453728,-84.4972763143653,MALE,BLACK,MALE,WHITE
-845,07/16/1997 12:05:00 AM,9700494,P971970009,DISTRICT 2,9826,INJURY TO PRISONER,54XX WARD ST,39.1660545430601,-84.3915283288551,MALE,BLACK,MALE,BLACK
-855,07/19/1997 04:06:00 AM,9700505,P972000359,DISTRICT 5,9825,CHEMICAL IRRITANT,25XX VESTRY AV,39.1301716884717,-84.5241021946865,MALE,WHITE,MALE,WHITE
-7244,09/09/2003 02:15:00 PM,20030669,P032520742,DISTRICT 5,9826,INJURY TO PRISONER,18XX CHASE AV,39.1645093013185,-84.549084622097,MALE,WHITE,MALE,WHITE
3210,05/31/2007 02:10:00 AM,2007-99042,P071510158,DISTRICT 1,9826,INJURY TO PRISONER,10XX SYCAMORE ST,39.1078192703841,-84.5089833658817,MALE,BLACK,MALE,WHITE
2229,05/06/2006 02:15:00 PM,2006-82366,P061261066,DISTRICT 5,9826,INJURY TO PRISONER,51XX HAWAIIAN TER,39.1830651739195,-84.5653463698199,MALE,BLACK,MALE,BLACK
-6343,09/07/2002 12:55:00 AM,20020598,P022500074,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,22XX QUEEN CITY AV,39.1264447883214,-84.5742296956351,MALE,BLACK,MALE,WHITE
6743,12/21/2012 06:02:00 PM,2012-176973,LCP121221001202,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,6XX MCALPIN AV,39.1493863714155,-84.5316243787417,MALE,BLACK,MALE,WHITE
-6141,06/17/2002 09:01:00 PM,20020394,P021681538,DISTRICT 1,9826,INJURY TO PRISONER,13XX REPUBLIC ST,39.1087549590343,-84.516133428127,MALE,BLACK,FEMALE,WHITE
7543,08/11/2014 03:52:00 AM,2014-193712,LCP140811000122,DISTRICT 5,9826,INJURY TO PRISONER,8XX DUTCH COLONY DR,39.1902554986178,-84.5185412884014,FEMALE,BLACK,MALE,BLACK
6057,08/19/2011 01:10:00 PM,2011-160041,LCP110819000702,DISTRICT 1,9826,INJURY TO PRISONER,5XX E 13TH ST,39.1109340972691,-84.5070292557215,MALE,BLACK,MALE,BLACK
6540,07/05/2012 12:20:00 AM,2012-171655,LCP120705000027,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,X E MCMILLAN ST,39.1269108322628,-84.5122262662884,MALE,BLACK,FEMALE,WHITE
4473,02/11/2009 02:16:00 PM,2009-126506,LCP090211000855,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,3XX FOREST AV,39.1469944300714,-84.5010526050959,FEMALE,WHITE,FEMALE,BLACK
4810,07/18/2009 03:06:00 AM,2009-133244,LCP090718000275,DISTRICT 3,9826,INJURY TO PRISONER,17XX QUEEN CITY AV,39.1265956082972,-84.5572963388585,MALE,ASIAN,FEMALE,WHITE
5269,05/07/2010 11:05:00 AM,2010-143438,LCP0100507000629,DISTRICT 4,9825,CHEMICAL IRRITANT,21XX VINE ST,39.1197076956217,-84.5158051856275,FEMALE,BLACK,FEMALE,BLACK
7838,04/11/2015 01:58:00 AM,2015-201082,LCP150411000156,DISTRICT 5,9823,NONCOMPLIANT SUSPECT/ARRESTEE,23XX FAIRVIEW AV,39.1260611568749,-84.5294731433965,FEMALE,WHITE,MALE,WHITE
4898,09/09/2009 12:50:00 AM,2009-135376,LCP090909000021,DISTRICT 4,9825,CHEMICAL IRRITANT,29XX GILBERT AV,39.1316355728018,-84.4875302628719,MALE,TWO OR MORE,MALE,BLACK
-7080,05/30/2003 12:20:00 PM,20030505,P031500554,DISTRICT 2,2382,USE OF FORCE INVESTIGATION,34XX WOODBURN AV,39.1405556879436,-84.4763786627537,MALE,BLACK,MALE,WHITE
-855,07/19/1997 04:06:00 AM,9700505,P972000359,DISTRICT 5,9825,CHEMICAL IRRITANT,25XX VESTRY AV,39.1285116884717,-84.5247821946865,MALE,WHITE,MALE,WHITE
5056,12/15/2009 12:21:00 AM,2009-138869,LCP091215000008,DISTRICT 5,2382,USE OF FORCE INVESTIGATION,56XX WINTON RD,39.192199114489,-84.5215905047795,MALE,WHITE,MALE,WHITE
7988,07/25/2015 02:35:00 AM,2015-203948,0298,DISTRICT 4,9823,NONCOMPLIANT SUSPECT/ARRESTEE,77XX READING RD,39.2032059939235,-84.4554841719597,FEMALE,BLACK,FEMALE,BLACK
-5983,05/04/2002 12:38:00 AM,20020234,P021240055,DISTRICT 1,2382,USE OF FORCE INVESTIGATION,11XX MAIN ST,39.1088062540708,-84.5109456998639,MALE,WHITE,MALE,WHITE
4714,05/14/2009 02:30:00 AM,2009-130874,LCP090514000145,DISTRICT 1,9823,NONCOMPLIANT SUSPECT/ARRESTEE,XX E 7TH ST,39.1039781452893,-84.5120855232583,MALE,WHITE,MALE,WHITE
6796,02/16/2013 02:53:00 AM,2013-178348,LCP130216000082,DISTRICT 2,9826,INJURY TO PRISONER,60XX MONTGOMERY RD,39.1815745087355,-84.4301226017934,FEMALE,WHITE,MALE,BLACK
8802,02/15/2017 06:38:00 PM,2017-221956,CPD170215001325,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,25XX VICTORY PKWY,39.1265080680972,-84.4858702217067,MALE,BLACK,MALE,WHITE
4208,09/03/2008 12:49:00 AM,2008-119749,LCP 080903000057,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,21XX WERON LN,39.1486316502722,-84.5616345280322,MALE,BLACK,MALE,BLACK
7781,03/12/2015 09:53:00 AM,2015-199661,LCP150312000420,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,77XX READING RD,39.2023631095579,-84.456677743968,MALE,BLACK,MALE,BLACK
7228,06/20/2013 03:12:00 PM,2013-187512,LCP130620001060,DISTRICT 2,9823,NONCOMPLIANT SUSPECT/ARRESTEE,61XX DRYDEN AV,39.1836978001457,-84.421408081546,FEMALE,BLACK,MALE,WHITE
6592,08/13/2012 07:40:00 PM,2012-172711,LCP120813001465,DISTRICT 4,9826,INJURY TO PRISONER,25XX BURNET AV,39.1268929845456,-84.5025806021302,MALE,WHITE,MALE,WHITE
-3917,07/14/2000 01:01:00 AM,20000613,P001960086,DISTRICT 1,9825,CHEMICAL IRRITANT,11XX WALNUT ST,39.1073121787784,-84.5127953957584,MALE,BLACK,MALE,WHITE
-1313,01/24/1998 07:34:00 PM,9800063,P980240922,DISTRICT 3,2382,USE OF FORCE INVESTIGATION,15XX QUEEN CITY AV,39.1259260195866,-84.5476373093942,MALE,WHITE,MALE,WHITE
6822,03/21/2013 01:11:00 PM,2013-179207,LCP130321000657,DISTRICT 3,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,22XX HARRISON AV,39.1347112267271,-84.5755012109253,MALE,BLACK,MALE,WHITE
-4162,09/01/2000 12:30:00 AM,20000858,P002450021,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,2XX GILMAN AV,39.1219102592314,-84.5069297218855,FEMALE,WHITE,MALE,WHITE
2128,04/02/2006 01:44:00 AM,2006-80552,P060920113,DISTRICT 2,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,35XX MONTGOMERY RD,39.1439907454817,-84.468319862513,MALE,BLACK,MALE,ASIAN
2998,03/05/2007 01:36:00 AM,2007-95380,P070640078,DISTRICT 4,9826,INJURY TO PRISONER,30XX WALTER AV,39.1346771068917,-84.4876533486236,MALE,BLACK,MALE,WHITE
4503,02/25/2009 03:06:00 PM,2009-126976,LCP090225000987,DISTRICT 5,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,13XX ETHAN AV,39.1401198835175,-84.5395430971147,MALE,BLACK,MALE,WHITE
-1303,01/21/1998 07:45:00 PM,9800053,P980211074,DISTRICT 4,9825,CHEMICAL IRRITANT,7XX WAYNE ST,39.1245734861898,-84.493458834328,MALE,BLACK,MALE,WHITE
6498,06/17/2012 05:47:00 PM,2012-170555,LCP120617000922,DISTRICT 2,9826,INJURY TO PRISONER,25XX MEADOWMAR LN,39.1011961990792,-84.3851844781109,MALE,WHITE,MALE,TWO OR MORE
6938,06/14/2013 09:30:00 AM,2013-181714,LCP130614000473,DISTRICT 4,9826,INJURY TO PRISONER,31XX HIGHLAND AV,39.1362129314866,-84.503046412975,MALE,WHITE,FEMALE,BLACK
1122,05/10/2005 04:31:00 PM,2005-66278,P051301187,DISTRICT 4,9824,TASER-BEANBAG-PEPPERBALL-40MM FOAM,26XX VICTORY PKWY,39.1277047822098,-84.4847783376797,MALE,WHITE,FEMALE,WHITE
-6010,05/01/2002 12:01:00 AM,20020262,P02120714,DISTRICT 3,9826,INJURY TO PRISONER,24XX HARRISON AV,39.1419268438187,-84.5810757879929,MALE,BLACK,MALE,BLACK
-820,07/13/1997 01:50:00 AM,9700469,P971940169,DISTRICT 5,9825,CHEMICAL IRRITANT,41XX HAMILTON AV,39.1603340922159,-84.5386114810768,MALE,BLACK,MALE,WHITE
